Exporter M.49,Exporter ISO3,Exporter,Exporter region,Importer M.49,Importer ISO3,Importer,Importer region,Resource,HS 1996,Year,Value (1000USD),Weight (1000kg),Quarantine code (value),Quarantine code (weight),"Export value, where quarantined","Import value, where quarantined","Export weight, where quarantined","Import weight, where quarantined",Embodied CO2 (1000kg),Embodied land (ha),Embodied blue water (m³)
36,AUS,Australia,Australia and New Zealand,258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, not decaffeinated",90111,2000,1975.456,299.424,,,,,,,295.76114,,
36,AUS,Australia,Australia and New Zealand,258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2000,0.31,0.034,,,,,,,0.018700002,0.044000003,0.11200001
36,AUS,Australia,Australia and New Zealand,276,DEU,Germany,Europe,Coffee husks & skins,90190,2000,1,0.2,,,,,,,0.11000001,,
36,AUS,Australia,Australia and New Zealand,276,DEU,Germany,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,132.03362,60.36463,,,,,,,59.62619,6.896718,
36,AUS,Australia,Australia and New Zealand,296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, decaffeinated",90112,2000,15.648,1.15,,,,,,,1.135932,,
36,AUS,Australia,Australia and New Zealand,296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, not decaffeinated",90111,2000,48.084,7.343,,,,,,,7.253173,,
36,AUS,Australia,Australia and New Zealand,296,KIR,Kiribati,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2000,31.337,3.846,,,,,,,2.1153,2.168,0.765
36,AUS,Australia,Australia and New Zealand,344,HKG,"China, Hong Kong SAR",China,Coffee husks & skins,90190,2000,128.184,30.314,,,,,,,16.672699,,
36,AUS,Australia,Australia and New Zealand,344,HKG,"China, Hong Kong SAR",China,"Coffee, not roasted, not decaffeinated",90111,2000,0.003,0.001,,,,,,,0.000987767,,
36,AUS,Australia,Australia and New Zealand,344,HKG,"China, Hong Kong SAR",China,"Coffee, roasted, decaffeinated",90122,2000,16.84747,1.9501029,,,,,,,1.0725566,1.8552595,
36,AUS,Australia,Australia and New Zealand,344,HKG,"China, Hong Kong SAR",China,"Coffee, roasted, not decaffeinated",90121,2000,37.52693,13.150044,,,,,,,7.2325244,12.505787,
36,AUS,Australia,Australia and New Zealand,360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),Coffee husks & skins,90190,2000,54.446793,9.783112,,,,,,,5.3807116,,
36,AUS,Australia,Australia and New Zealand,360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, not decaffeinated",90111,2000,32.02,3.32,,,,,,,3.2793863,,
36,AUS,Australia,Australia and New Zealand,360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, decaffeinated",90122,2000,1.6404679,0.80146956,,,,,,,0.44080827,0.39502493,5.2896
36,AUS,Australia,Australia and New Zealand,360,IDN,Indonesia,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, not decaffeinated",90121,2000,6.7245655,0.9128299,,,,,,,0.5020564,0.44814903,6.024347
36,AUS,Australia,Australia and New Zealand,372,IRL,Ireland,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,13.697325,2.458048,,,,,,,2.4279788,,
36,AUS,Australia,Australia and New Zealand,372,IRL,Ireland,Europe,"Coffee, roasted, not decaffeinated",90121,2000,15.737019,2.4,,,,,,,1.32,0.8640001,32.424004
36,AUS,Australia,Australia and New Zealand,381,ITA,Italy,Europe,"Coffee, roasted, not decaffeinated",90121,2000,9.27427,0.90283364,,,,,,,0.49655852,0.3130295,14.533764
36,AUS,Australia,Australia and New Zealand,392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, not decaffeinated",90111,2000,151.8975,33.06773,,,,,,,32.66321,39.38739,538.87134
36,AUS,Australia,Australia and New Zealand,392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, decaffeinated",90122,2000,5.793,0.469,,,,,,,0.25795,0.668,7.643
36,AUS,Australia,Australia and New Zealand,392,JPN,Japan,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, not decaffeinated",90121,2000,19.632774,4.476399,,,,,,,2.4620194,6.354455,72.94711
36,AUS,Australia,Australia and New Zealand,410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),Coffee husks & skins,90190,2000,22.021257,2.8024187,,,,,,,1.5413303,,
36,AUS,Australia,Australia and New Zealand,410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, decaffeinated",90122,2000,10.314,0.82,,,,,,,0.451,1.04,13.425
36,AUS,Australia,Australia and New Zealand,410,KOR,"Korea, Republic",Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, not decaffeinated",90121,2000,23.189362,2.2022777,,,,,,,1.2112527,2.7937243,36.055347
36,AUS,Australia,Australia and New Zealand,458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),Coffee husks & skins,90190,2000,10.785006,2.3877196,,,,,,,1.3132458,,
36,AUS,Australia,Australia and New Zealand,458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, decaffeinated",90112,2000,1.832,0.186,,,,,,,0.18372466,0.372,1.758
36,AUS,Australia,Australia and New Zealand,458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, not decaffeinated",90111,2000,39.587,5.825,,,,,,,5.7537427,,
36,AUS,Australia,Australia and New Zealand,458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, decaffeinated",90122,2000,2.0414102,0.34821984,,,,,,,0.19152091,0.83321285,3.2923753
36,AUS,Australia,Australia and New Zealand,458,MYS,Malaysia,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, not decaffeinated",90121,2000,135.70406,29.970398,,,,,,,16.483719,71.512054,283.34015
36,AUS,Australia,Australia and New Zealand,462,MDV,Maldives,Central and Southern Asia,Coffee husks & skins,90190,2000,0.228,0.016,,,,,,,0.008800001,,
36,AUS,Australia,Australia and New Zealand,462,MDV,Maldives,Central and Southern Asia,"Coffee, not roasted, decaffeinated",90112,2000,3.978,0.163,,,,,,,0.16100602,,
36,AUS,Australia,Australia and New Zealand,462,MDV,Maldives,Central and Southern Asia,"Coffee, not roasted, not decaffeinated",90111,2000,129.81857,39.53671,,,,,,,39.053055,35.467102,123.71018
36,AUS,Australia,Australia and New Zealand,462,MDV,Maldives,Central and Southern Asia,"Coffee, roasted, decaffeinated",90122,2000,1.261,0.068,,,,,,,0.037400004,0.07315152,0.21327275
36,AUS,Australia,Australia and New Zealand,462,MDV,Maldives,Central and Southern Asia,"Coffee, roasted, not decaffeinated",90121,2000,1.3179953,0.16757065,,,,,,,0.09216386,0.17934589,0.52445084
36,AUS,Australia,Australia and New Zealand,480,MUS,Mauritius,Sub-Saharan Africa,Coffee husks & skins,90190,2000,0.098,0.02,,,,,,,0.011,,
36,AUS,Australia,Australia and New Zealand,480,MUS,Mauritius,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2000,0.165,0.035,,,,,,,0.01925,,
36,AUS,Australia,Australia and New Zealand,490,,"Other Asia, nes",,Coffee husks & skins,90190,2000,43.596,16.25,,,,,,,8.9375,,
36,AUS,Australia,Australia and New Zealand,490,,"Other Asia, nes",,"Coffee, not roasted, not decaffeinated",90111,2000,578.47406,226.6659,,,,,,,223.89308,,
36,AUS,Australia,Australia and New Zealand,490,,"Other Asia, nes",,"Coffee, roasted, decaffeinated",90122,2000,3.1102335,0.5252589,,,,,,,0.2888924,,
36,AUS,Australia,Australia and New Zealand,490,,"Other Asia, nes",,"Coffee, roasted, not decaffeinated",90121,2000,0.9938552,0.2416322,,,,,,,0.1328977,,
36,AUS,Australia,Australia and New Zealand,520,NRU,Nauru,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2000,8.726,1.968,,,,,,,1.0824001,,
36,AUS,Australia,Australia and New Zealand,528,NLD,Netherlands,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,2.9175785,0.5365342,,,,,,,0.52997077,1.0173246,8.783832
36,AUS,Australia,Australia and New Zealand,528,NLD,Netherlands,Europe,"Coffee, roasted, not decaffeinated",90121,2000,1.332,0.215,,,,,,,0.118250005,0.482,3.52
36,AUS,Australia,Australia and New Zealand,540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),Coffee husks & skins,90190,2000,1.956,0.106,,,,,,,0.0583,,
36,AUS,Australia,Australia and New Zealand,540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, decaffeinated",90112,2000,0.937,0.05,,,,,,,0.04938835,,
36,AUS,Australia,Australia and New Zealand,540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, not decaffeinated",90111,2000,495.71,173.124,,,,,,,171.00616,168.995,567.847
36,AUS,Australia,Australia and New Zealand,540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),"Coffee, roasted, decaffeinated",90122,2000,17.539,1.083,,,,,,,0.59564996,1.259,3.5519998
36,AUS,Australia,Australia and New Zealand,540,NCL,New Caledonia,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2000,4.843,0.299,,,,,,,0.16445,,
36,AUS,Australia,Australia and New Zealand,548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, not decaffeinated",90111,2000,0.29,0.021,,,,,,,0.020743106,,
36,AUS,Australia,Australia and New Zealand,548,VUT,Vanuatu,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2000,1.675,0.25,,,,,,,0.1375,,
36,AUS,Australia,Australia and New Zealand,554,NZL,New Zealand,Australia and New Zealand,Coffee husks & skins,90190,2000,2951.3706,531.4054,,,,,,,292.27298,,
36,AUS,Australia,Australia and New Zealand,554,NZL,New Zealand,Australia and New Zealand,"Coffee, not roasted, decaffeinated",90112,2000,15.768,6.82,,,,,,,6.736571,5.319,111.643005
36,AUS,Australia,Australia and New Zealand,554,NZL,New Zealand,Australia and New Zealand,"Coffee, not roasted, not decaffeinated",90111,2000,4889.4253,1279.1797,,,,,,,1263.5315,998.1812,20940.17
36,AUS,Australia,Australia and New Zealand,554,NZL,New Zealand,Australia and New Zealand,"Coffee, roasted, decaffeinated",90122,2000,379.903,103.994736,,,,,,,57.197105,96.68921,1702.3939
36,AUS,Australia,Australia and New Zealand,554,NZL,New Zealand,Australia and New Zealand,"Coffee, roasted, not decaffeinated",90121,2000,4372.0835,925.762,,,,,,,509.16913,860.7317,15154.724
36,AUS,Australia,Australia and New Zealand,574,NFK,Norfolk Islands,Australia and New Zealand,Coffee husks & skins,90190,2000,0.81,0.14,,,,,,,0.077,,
36,AUS,Australia,Australia and New Zealand,574,NFK,Norfolk Islands,Australia and New Zealand,"Coffee, roasted, not decaffeinated",90121,2000,4.476,0.79,,,,,,,0.4345,,
36,AUS,Australia,Australia and New Zealand,583,FSM,Micronesia,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2000,16.281,2.91,,,,,,,1.6005001,0.504,0.57600003
36,AUS,Australia,Australia and New Zealand,598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),Coffee husks & skins,90190,2000,31.201,2.625,,,,,,,1.44375,,
36,AUS,Australia,Australia and New Zealand,598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, not decaffeinated",90111,2000,893.293,237.29,,,,,,,234.38722,33.752,742.48
36,AUS,Australia,Australia and New Zealand,598,PNG,Papua New Guinea,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2000,2.063,0.241,,,,,,,0.13255,0.041,0.75399995
36,AUS,Australia,Australia and New Zealand,608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),Coffee husks & skins,90190,2000,3.068,0.276,,,,,,,0.1518,,
36,AUS,Australia,Australia and New Zealand,608,PHL,Philippines,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, not decaffeinated",90121,2000,23.299053,2.2654939,,,,,,,1.2460216,4.2415056,7.4328766
36,AUS,Australia,Australia and New Zealand,670,VCT,Saint Vincent and the Grenadines,Latin America and the Caribbean,"Coffee, not roasted, not decaffeinated",90111,2000,0.167,0.009,,,,,,,0.008889902,,
36,AUS,Australia,Australia and New Zealand,699,IND,India,Central and Southern Asia,"Coffee, not roasted, decaffeinated",90112,2000,,,,,0.347,,0.001,,,,
36,AUS,Australia,Australia and New Zealand,699,IND,India,Central and Southern Asia,"Coffee, not roasted, not decaffeinated",90111,2000,0.333,0.024,,,,,,,0.023706408,,
36,AUS,Australia,Australia and New Zealand,702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),Coffee husks & skins,90190,2000,23.295282,5.3680353,,,,,,,2.9524195,,
36,AUS,Australia,Australia and New Zealand,702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, decaffeinated",90112,2000,21.988,7.8,,,,,,,7.7045827,3.111,73.733
36,AUS,Australia,Australia and New Zealand,702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, not decaffeinated",90111,2000,304.13068,108.79935,,,,,,,107.4684,43.397923,1028.48
36,AUS,Australia,Australia and New Zealand,702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, decaffeinated",90122,2000,38.41484,10.160261,,,,,,,5.588144,4.8276405,96.04481
36,AUS,Australia,Australia and New Zealand,702,SGP,Singapore,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, not decaffeinated",90121,2000,21.497345,5.2374053,,,,,,,2.880573,2.4886315,49.50881
36,AUS,Australia,Australia and New Zealand,716,ZWE,Zimbabwe,Sub-Saharan Africa,"Coffee, not roasted, decaffeinated",90112,2000,,,,,,0.00002,,0.001,,,
36,AUS,Australia,Australia and New Zealand,716,ZWE,Zimbabwe,Sub-Saharan Africa,"Coffee, not roasted, not decaffeinated",90111,2000,0.20692,0.029,,,,,,,0.028645242,,
36,AUS,Australia,Australia and New Zealand,724,ESP,Spain,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,13.843323,2.8806796,,,,,,,2.8454401,,
36,AUS,Australia,Australia and New Zealand,764,THA,Thailand,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, not decaffeinated",90111,2000,2.411,1.39,,,,,,,1.3729961,0.403,0.482
36,AUS,Australia,Australia and New Zealand,784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee husks & skins,90190,2000,3.068,0.27,,,,,,,0.14850001,,
36,AUS,Australia,Australia and New Zealand,784,ARE,United Arab Emirates,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2000,29.023,2.911,,,,,,,1.60105,2.255,0.649
36,AUS,Australia,Australia and New Zealand,798,TUV,Tuvalu,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2000,29.723,4.532,,,,,,,2.4926002,2.555,0.897
36,AUS,Australia,Australia and New Zealand,826,GBR,United Kingdom,Europe,Coffee husks & skins,90190,2000,4.669,0.35,,,,,,,0.1925,,
36,AUS,Australia,Australia and New Zealand,826,GBR,United Kingdom,Europe,"Coffee, not roasted, not decaffeinated",90111,2000,33.309025,6.986344,,,,,,,6.90088,7.803098,114.38014
36,AUS,Australia,Australia and New Zealand,826,GBR,United Kingdom,Europe,"Coffee, roasted, not decaffeinated",90121,2000,24.50435,3.9563255,,,,,,,2.1759791,5.2651854,64.773224
36,AUS,Australia,Australia and New Zealand,837,,Bunkers,,"Coffee, roasted, not decaffeinated",90121,2000,1.183,0.035,,,,,,,0.01925,,
36,AUS,Australia,Australia and New Zealand,842,USA,United States,Northern America,Coffee husks & skins,90190,2000,29.582,60,,,,,,,33,,
36,AUS,Australia,Australia and New Zealand,842,USA,United States,Northern America,"Coffee, not roasted, not decaffeinated",90111,2000,14.351055,7.7927012,,,,,,,7.697373,8.982415,128.31459
36,AUS,Australia,Australia and New Zealand,876,WLF,Wallis and Futuna Islands,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, not decaffeinated",90111,2000,19.495,6.73,,,,,,,6.6476717,3.966,1.333
36,AUS,Australia,Australia and New Zealand,882,WSM,Samoa,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, not decaffeinated",90111,2000,14.617,1.753,,,,,,,1.7315556,,
36,AUS,Australia,Australia and New Zealand,882,WSM,Samoa,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2000,3.445,0.456,,,,,,,0.2508,0.149,
36,AUS,Australia,Australia and New Zealand,36,AUS,Australia,Australia and New Zealand,Coffee husks & skins,90190,2001,1.394,0.083,,,,,,,0.045649998,,
36,AUS,Australia,Australia and New Zealand,36,AUS,Australia,Australia and New Zealand,"Coffee, roasted, not decaffeinated",90121,2001,77.373,80.163,,,,,,,44.089653,,
36,AUS,Australia,Australia and New Zealand,90,SLB,Solomon Islands,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2001,,,,,1.598,,0.2,,,,
36,AUS,Australia,Australia and New Zealand,96,BRN,Brunei Darussalam,Eastern and South-Eastern Asia (excl. China),"Coffee, not roasted, not decaffeinated",90111,2001,3.031,0.538,,,,,,,0.5314186,,
36,AUS,Australia,Australia and New Zealand,116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),Coffee husks & skins,90190,2001,4.628,1.866,,,,,,,1.0263001,,
36,AUS,Australia,Australia and New Zealand,116,KHM,Cambodia,Eastern and South-Eastern Asia (excl. China),"Coffee, roasted, not decaffeinated",90121,2001,0.199,0.117,,,,,,,0.06435,0.064,0.023
36,AUS,Australia,Australia and New Zealand,124,CAN,Canada,Northern America,"Coffee, not roasted, not decaffeinated",90111,2001,10.499,4.8,,,,,,,4.7412815,6.70424,16.46384
36,AUS,Australia,Australia and New Zealand,144,LKA,Sri Lanka,Central and Southern Asia,Coffee husks & skins,90190,2001,0.841,0.054,,,,,,,0.029700002,,
36,AUS,Australia,Australia and New Zealand,144,LKA,Sri Lanka,Central and Southern Asia,"Coffee, not roasted, not decaffeinated",90111,2001,6.0889373,2.0828466,,,,,,,2.057367,2.1253355,6.8336487
36,AUS,Australia,Australia and New Zealand,144,LKA,Sri Lanka,Central and Southern Asia,"Coffee, roasted, not decaffeinated",90121,2001,1.763,0.146,,,,,,,0.0803,0.178,0.47899997
36,AUS,Australia,Australia and New Zealand,156,CHN,China,China,Coffee husks & skins,90190,2001,12.396,3.184,,,,,,,1.7512001,,
36,AUS,Australia,Australia and New Zealand,156,CHN,China,China,"Coffee, not roasted, not decaffeinated",90111,2001,0.517,0.109,,,,,,,0.1076666,,
36,AUS,Australia,Australia and New Zealand,156,CHN,China,China,"Coffee, roasted, decaffeinated",90122,2001,44.269825,7.4328394,,,,,,,4.088062,2.7372313,23.480154
36,AUS,Australia,Australia and New Zealand,156,CHN,China,China,"Coffee, roasted, not decaffeinated",90121,2001,12.082925,4.462688,,,,,,,2.4544785,1.6446123,14.097529
36,AUS,Australia,Australia and New Zealand,170,COL,Colombia,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2001,4.828,1.02,,,,,,,0.561,0.052,3.143
36,AUS,Australia,Australia and New Zealand,196,CYP,Cyprus,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,0.228,0.02,,,,,,,0.011,,
36,AUS,Australia,Australia and New Zealand,214,DOM,Dominican Republic,Latin America and the Caribbean,"Coffee, roasted, decaffeinated",90122,2001,,,,,,5,,,,,
36,AUS,Australia,Australia and New Zealand,242,FJI,Fiji,Oceania (excl. Australia and New Zealand),Coffee husks & skins,90190,2001,1.762,0.135,,,,,,,0.074250005,,
36,AUS,Australia,Australia and New Zealand,242,FJI,Fiji,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, decaffeinated",90112,2001,2.54,0.691,,,,,,,0.682547,0.612,2.1639998
36,AUS,Australia,Australia and New Zealand,242,FJI,Fiji,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, not decaffeinated",90111,2001,42.788,19.635,,,,,,,19.394804,17.407,61.477
36,AUS,Australia,Australia and New Zealand,242,FJI,Fiji,Oceania (excl. Australia and New Zealand),"Coffee, roasted, decaffeinated",90122,2001,4.612,0.647,,,,,,,0.35585,0.68399996,2.026
36,AUS,Australia,Australia and New Zealand,242,FJI,Fiji,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2001,29.569,14.972,,,,,,,8.2346,15.814,46.877003
36,AUS,Australia,Australia and New Zealand,258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),Coffee husks & skins,90190,2001,19.274,0.596,,,,,,,0.3278,,
36,AUS,Australia,Australia and New Zealand,258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),"Coffee, not roasted, not decaffeinated",90111,2001,533.307,81.192,,,,,,,80.19878,,
36,AUS,Australia,Australia and New Zealand,258,PYF,French Polynesia,Oceania (excl. Australia and New Zealand),"Coffee, roasted, not decaffeinated",90121,2001,5.374098,0.34689465,,,,,,,0.19079207,,
